MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2020-07-27 17:30:37,0,3.73,0,FR1,Poke,Left,1,0,0,,0,FR1
2020-07-27 17:37:15,0,3.73,1,FR1,Pellet,Left,1,0,1,0.0,0,FR1
2020-07-27 17:42:37,0,3.73,0,FR1,Poke,Left,1,1,1,,0,FR1
2020-07-27 17:52:46,0,3.73,0,FR1,Poke,Left,2,1,1,,0,FR1
2020-07-27 17:52:50,0,3.73,1,FR1,Pellet,Left,2,1,2,2.0,0,FR1
2020-07-27 17:53:44,0,3.73,0,FR1,Poke,Left,3,1,2,,0,FR1
2020-07-27 17:53:49,0,3.73,1,FR1,Pellet,Left,3,1,3,3.0,0,FR1
2020-07-27 17:57:33,0,3.73,0,FR1,Poke,Left,3,2,3,,0,FR1
2020-07-27 18:03:42,0,3.73,0,FR1,Poke,Left,4,2,3,,0,FR1
2020-07-27 18:03:47,0,3.73,1,FR1,Pellet,Left,4,2,4,3.0,0,FR1
2020-07-27 18:07:50,0,3.73,0,FR1,Poke,Left,5,2,4,,0,FR1
2020-07-27 18:07:54,0,3.72,1,FR1,Pellet,Left,5,2,5,2.0,0,FR1
2020-07-27 18:31:34,0,3.72,0,FR1,Poke,Left,5,3,5,,0,FR1
2020-07-27 18:31:36,0,3.72,0,FR1,Poke,Left,5,4,5,,0,FR1
2020-07-27 18:32:01,0,3.72,0,FR1,Poke,Left,5,5,5,,0,FR1
2020-07-27 18:32:03,0,3.72,0,FR1,Poke,Left,5,6,5,,0,FR1
2020-07-27 18:32:07,0,3.72,0,FR1,Poke,Left,5,7,5,,0,FR1
2020-07-27 18:32:08,0,3.72,0,FR1,Poke,Left,5,8,5,,0,FR1
2020-07-27 18:32:10,0,3.72,0,FR1,Poke,Left,5,9,5,,0,FR1
2020-07-27 18:32:11,0,3.72,0,FR1,Poke,Left,5,10,5,,0,FR1
2020-07-27 18:32:18,0,3.72,0,FR1,Poke,Left,5,11,5,,0,FR1
2020-07-27 19:33:53,0,3.72,0,FR1,Poke,Left,6,11,5,,0,FR1
2020-07-27 19:33:56,0,3.72,1,FR1,Pellet,Left,6,11,6,1.0,0,FR1
2020-07-27 19:39:28,0,3.72,0,FR1,Poke,Left,7,11,6,,0,FR1
2020-07-27 19:39:36,0,3.72,1,FR1,Pellet,Left,7,11,7,4.0,0,FR1
2020-07-27 19:40:27,0,3.72,0,FR1,Poke,Left,8,11,7,,0,FR1
2020-07-27 19:40:30,0,3.71,1,FR1,Pellet,Left,8,11,8,1.0,0,FR1
2020-07-27 19:41:50,0,3.71,0,FR1,Poke,Left,9,11,8,,0,FR1
2020-07-27 19:41:53,0,3.71,1,FR1,Pellet,Left,9,11,9,1.0,0,FR1
2020-07-27 19:43:09,0,3.71,0,FR1,Poke,Left,9,12,9,,0,FR1
2020-07-27 19:43:10,0,3.71,0,FR1,Poke,Left,9,13,9,,0,FR1
2020-07-27 19:43:12,0,3.71,0,FR1,Poke,Left,9,14,9,,0,FR1
2020-07-27 19:43:13,0,3.71,0,FR1,Poke,Left,9,15,9,,0,FR1
2020-07-27 19:43:22,0,3.71,0,FR1,Poke,Left,9,16,9,,0,FR1
2020-07-27 19:43:24,0,3.71,0,FR1,Poke,Left,9,17,9,,0,FR1
2020-07-27 19:43:25,0,3.71,0,FR1,Poke,Left,9,18,9,,0,FR1
2020-07-27 19:43:56,0,3.71,0,FR1,Poke,Left,9,19,9,,0,FR1
2020-07-27 19:43:58,0,3.71,0,FR1,Poke,Left,9,20,9,,0,FR1
2020-07-27 19:43:59,0,3.71,0,FR1,Poke,Left,9,21,9,,0,FR1
2020-07-27 19:44:01,0,3.71,0,FR1,Poke,Left,9,22,9,,0,FR1
2020-07-27 19:44:20,0,3.71,0,FR1,Poke,Left,10,22,9,,0,FR1
2020-07-27 19:44:22,0,3.71,1,FR1,Pellet,Left,10,22,10,1.0,0,FR1
2020-07-27 19:45:07,0,3.71,0,FR1,Poke,Left,11,22,10,,0,FR1
2020-07-27 19:45:10,0,3.71,1,FR1,Pellet,Left,11,22,11,1.0,0,FR1
2020-07-27 19:46:39,0,3.71,0,FR1,Poke,Left,12,22,11,,0,FR1
2020-07-27 19:46:42,0,3.71,1,FR1,Pellet,Left,12,22,12,1.0,0,FR1
2020-07-27 19:47:18,0,3.71,0,FR1,Poke,Left,13,22,12,,0,FR1
2020-07-27 19:47:23,0,3.71,1,FR1,Pellet,Left,13,22,13,3.0,0,FR1
2020-07-27 19:48:07,0,3.71,0,FR1,Poke,Left,14,22,13,,0,FR1
2020-07-27 19:48:12,0,3.71,1,FR1,Pellet,Left,14,22,14,2.0,0,FR1
2020-07-27 19:48:35,0,3.71,0,FR1,Poke,Left,15,22,14,,0,FR1
