MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2020-07-27 17:42:03,0,4.11,0,FR1,Poke,Left,1,0,0,,0,FR1
2020-07-27 17:44:24,0,4.11,1,FR1,Pellet,Left,1,0,1,0.0,0,FR1
2020-07-27 17:48:28,0,4.11,0,FR1,Poke,Left,1,1,1,,0,FR1
2020-07-27 17:50:53,0,4.11,0,FR1,Poke,Left,1,2,1,,0,FR1
2020-07-27 17:50:54,0,4.11,0,FR1,Poke,Left,1,3,1,,0,FR1
2020-07-27 17:50:56,0,4.11,0,FR1,Poke,Left,1,4,1,,0,FR1
2020-07-27 17:53:42,0,4.11,0,FR1,Poke,Left,2,4,1,,0,FR1
2020-07-27 17:54:14,0,4.11,1,FR1,Pellet,Left,2,4,2,30.0,0,FR1
2020-07-27 17:55:11,0,4.11,0,FR1,Poke,Left,3,4,2,,0,FR1
2020-07-27 17:55:23,0,4.11,1,FR1,Pellet,Left,3,4,3,11.0,0,FR1
2020-07-27 17:56:07,0,4.11,0,FR1,Poke,Left,3,5,3,,0,FR1
2020-07-27 17:56:15,0,4.11,0,FR1,Poke,Left,3,6,3,,0,FR1
2020-07-27 17:57:14,0,4.11,0,FR1,Poke,Left,4,6,3,,0,FR1
2020-07-27 17:57:23,0,4.11,2,FR1,Pellet,Left,4,6,4,6.0,0,FR1
2020-07-27 20:39:32,0,4.11,0,FR1,Poke,Left,4,7,4,,0,FR1
2020-07-27 20:44:12,0,4.11,0,FR1,Poke,Left,5,7,4,,0,FR1
2020-07-27 20:44:22,0,4.09,1,FR1,Pellet,Left,5,7,5,7.0,0,FR1
2020-07-27 21:13:08,0,4.09,0,FR1,Poke,Left,6,7,5,,0,FR1
2020-07-27 21:13:25,0,4.08,1,FR1,Pellet,Left,6,7,6,15.0,0,FR1
2020-07-27 21:20:07,0,4.08,0,FR1,Poke,Left,7,7,6,,0,FR1
2020-07-27 21:20:15,0,4.09,1,FR1,Pellet,Left,7,7,7,5.0,0,FR1
2020-07-27 21:48:56,0,4.09,0,FR1,Poke,Left,8,7,7,,0,FR1
2020-07-27 21:49:00,0,4.09,1,FR1,Pellet,Left,8,7,8,1.0,0,FR1
2020-07-27 21:50:53,0,4.09,0,FR1,Poke,Left,8,8,8,,0,FR1
2020-07-27 21:52:12,0,4.09,0,FR1,Poke,Left,8,9,8,,0,FR1
